city,latitude,longitude,year,weaptype1_txt,targtype1_txt
Mosul,36.354146,43.143571,2017,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Chemical,Private Citizens & Property
Madain,33.100528,44.584493,2017,Firearms,Military
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Firearms,Religious Figures/Institutions
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Explosives,Business
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Firearms,Business
Abu Ghraib,33.31065,44.038206,2017,Explosives,Business
Saba al-Bor,33.460821,44.157432,2017,Explosives,Business
Baghdad,33.303567,44.371771,2017,Explosives,Government (General)
Yusufiyah,33.07835,44.254721,2017,Explosives,Private Citizens & Property
Mahmudiyah,33.057992,44.354838,2017,Explosives,Business
Baghdad,33.303567,44.371771,2017,Explosives,Military
Baghdad,33.303567,44.371771,2017,Explosives,Military
Baghdad,33.303567,44.371771,2017,Explosives,Business
Baghdad,33.303567,44.371771,2017,Explosives,Terrorists/Non-State Militia
Mosul,36.354146,43.143571,2017,Explosives,Government (General)
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Nahrawan,33.37576,44.702866,2017,Melee,Government (General)
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Kirkuk,35.452112,44.375464,2017,Firearms,Police
Mosul,36.354146,43.143571,2017,Explosives,Police
Baghdad,33.303567,44.371771,2017,Explosives,Business
Nahrawan,33.37576,44.702866,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Madain,33.100528,44.584493,2017,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Explosives,Transportation
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Explosives,Business
Baghdad,33.303567,44.371771,2017,Explosives,Military
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Taji,33.540671,44.251268,2017,Explosives,Private Citizens & Property
Mahmudiyah,33.057992,44.354838,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Explosives,Business
Mosul,36.354146,43.143571,2017,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Explosives,Police
Baghdad,33.303567,44.371771,2017,Explosives,Business
Baqubah,33.743239,44.623824,2017,Firearms,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Kirkuk,35.452112,44.375464,2017,Firearms,Business
Radhwaniyah,33.18168,44.23542,2017,Explosives,Private Citizens & Property
Latifiyah,32.982932,44.361597,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Explosives,Business
Mosul,36.354146,43.143571,2017,Explosives,Military
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Saba al-Bor,33.460821,44.157432,2017,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Explosives,Private Citizens & Property
Yusufiyah,33.07835,44.254721,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Explosives,Business
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Explosives,Military
Baghdad,33.303567,44.371771,2017,Explosives,Business
Madain,33.100528,44.584493,2017,Explosives,Private Citizens & Property
Abu Ghraib,33.31065,44.038206,2017,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Explosives,Private Citizens & Property
Taji,33.540671,44.251268,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Explosives,Private Citizens & Property
Radhwaniyah,33.18168,44.23542,2017,Explosives,Business
Mosul,36.354146,43.143571,2017,Explosives,Military
Mosul,36.354146,43.143571,2017,Explosives,Private Citizens & Property
Saba al-Bor,33.460821,44.157432,2017,Explosives,Business
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Explosives,Police
Mosul,36.354146,43.143571,2017,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Explosives,Private Citizens & Property
Nahrawan,33.37576,44.702866,2017,Explosives,Business
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Explosives,Business
Hawr Rajab,33.19392,44.408578,2017,Explosives,Police
Baghdad,33.303567,44.371771,2017,Explosives,Business
Baghdad,33.303567,44.371771,2017,Explosives,Business
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Explosives,Private Citizens & Property
Radhwaniyah,33.18168,44.23542,2017,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Firearms,Government (General)
Baghdad,33.303567,44.371771,2017,Explosives,Government (General)
Saba al-Bor,33.460821,44.157432,2017,Explosives,Business
Hawr Rajab,33.19392,44.408578,2017,Explosives,Business
Baghdad,33.303567,44.371771,2017,Explosives,Police
Mosul,36.354146,43.143571,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Explosives,Business
Baghdad,33.303567,44.371771,2017,Explosives,Business
Mosul,36.354146,43.143571,2017,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Explosives,Police
Madain,33.100528,44.584493,2017,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Firearms,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Firearms,Private Citizens & Property
Madain,33.100528,44.584493,2017,Explosives,Business
Mahmudiyah,33.057992,44.354838,2017,Explosives,Private Citizens & Property
Fallujah,33.349159,43.784197,2017,Explosives,Police
Mosul,36.354146,43.143571,2017,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Chemical,Private Citizens & Property
Baqubah,33.743239,44.623824,2017,Explosives,Private Citizens & Property
Yusufiyah,33.07835,44.254721,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Explosives,Business
Baqubah,33.834111,44.761882,2017,Explosives,Police
Mosul,36.354146,43.143571,2017,Explosives,Military
Mosul,36.354146,43.143571,2017,Explosives,Military
Mosul,36.354146,43.143571,2017,Explosives,Transportation
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Madain,33.100528,44.584493,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Taji,33.540671,44.251268,2017,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Firearms,Government (General)
Taji,33.540671,44.251268,2017,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Chemical,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Explosives,Business
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Basra,30.510054,47.778094,2017,Explosives,Private Citizens & Property
Taji,33.540671,44.251268,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Explosives,Business
Madain,33.100528,44.584493,2017,Explosives,Business
Mosul,36.354146,43.143571,2017,Chemical,Military
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Explosives,Business
Mosul,36.354146,43.143571,2017,Firearms,Terrorists/Non-State Militia
Mosul,36.354146,43.143571,2017,Chemical,Military
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Chemical,Military
Mosul,36.354146,43.143571,2017,Explosives,Private Citizens & Property
Abu Ghraib,33.31065,44.038206,2017,Firearms,Military
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Explosives,Military
Mosul,36.354146,43.143571,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Chemical,Police
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Taji,33.540671,44.251268,2017,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Firearms,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Explosives,Police
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Explosives,Military
Baghdad,33.303567,44.371771,2017,Firearms,Military
Baghdad,33.303567,44.371771,2017,Explosives,Government (General)
Mosul,36.354146,43.143571,2017,Explosives,Police
Mosul,36.354146,43.143571,2017,Explosives,Military
Mosul,36.354146,43.143571,2017,Firearms,Private Citizens & Property
Basra,30.510054,47.778094,2017,Explosives,Private Citizens & Property
Nahrawan,33.37576,44.702866,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Explosives,Police
Abu Ghraib,33.31065,44.038206,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Explosives,Police
Mosul,36.354146,43.143571,2017,Explosives,Private Citizens & Property
Kirkuk,35.452112,44.375464,2017,Explosives,Military
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Baqubah,33.759641,44.606658,2017,Firearms,Government (General)
Ramadi,33.420949,43.295662,2017,Explosives,Police
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Ramadi,33.468669,43.286574,2017,Explosives,Private Citizens & Property
Nahrawan,33.37576,44.702866,2017,Explosives,Private Citizens & Property
Taji,33.540671,44.251268,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Explosives,Government (General)
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Kirkuk,35.452112,44.375464,2017,Firearms,Military
Mosul,36.354146,43.143571,2017,Firearms,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Madain,33.100528,44.584493,2017,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Explosives,Military
Fallujah,33.349159,43.784197,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Explosives,Police
Saba al-Bor,33.460821,44.157432,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Explosives,Military
Baghdad,33.303567,44.371771,2017,Firearms,Military
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Explosives,Journalists & Media
Baghdad,33.303567,44.371771,2017,Explosives,Business
Madain,33.100528,44.584493,2017,Explosives,Business
Mosul,36.354146,43.143571,2017,Explosives,Military
Mosul,36.354146,43.143571,2017,Explosives,Police
Yusufiyah,33.07835,44.254721,2017,Explosives,Private Citizens & Property
Taji,33.540671,44.251268,2017,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Explosives,Private Citizens & Property
Nahrawan,33.37576,44.702866,2017,Explosives,Business
Abu Ghraib,33.31065,44.038206,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Explosives,Business
Baghdad,33.303567,44.371771,2017,Explosives,Police
Baghdad,33.303567,44.371771,2017,Explosives,Police
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Explosives,Military
Mosul,36.354146,43.143571,2017,Firearms,Private Citizens & Property
Radhwaniyah,33.18168,44.23542,2017,Explosives,Military
Basra,30.510054,47.778094,2017,Explosives,Military
Saba al-Bor,33.460821,44.157432,2017,Explosives,Business
Tarmiyah,33.66969,44.381316,2017,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Explosives,Military
Mosul,36.354146,43.143571,2017,Explosives,Military
Fallujah,33.349159,43.784197,2017,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Explosives,Private Citizens & Property
Abu Ghraib,33.31065,44.038206,2017,Explosives,Private Citizens & Property
Abu Ghraib,33.31065,44.038206,2017,Explosives,Military
Baghdad,33.303567,44.371771,2017,Explosives,Police
Baghdad,33.303567,44.371771,2017,Explosives,Business
Baghdad,33.303567,44.371771,2017,Explosives,Business
Tarmiyah,33.66969,44.381316,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Explosives,Government (General)
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Firearms,Private Citizens & Property
Nahrawan,33.37576,44.702866,2017,Explosives,Private Citizens & Property
Ramadi,33.420949,43.295662,2017,Explosives,Military
Baqubah,33.743239,44.623824,2017,Explosives,Police
Baghdad,33.303567,44.371771,2017,Firearms,Police
Mosul,36.354146,43.143571,2017,Incendiary,Business
Mosul,36.354146,43.143571,2017,Explosives,Military
Mosul,36.354146,43.143571,2017,Firearms,Police
Mosul,36.354146,43.143571,2017,Explosives,Military
Basra,30.510054,47.778094,2017,Explosives,Police
Taji,33.540671,44.251268,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Explosives,Business
Baghdad,33.303567,44.371771,2017,Explosives,Government (General)
Mosul,36.354146,43.143571,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Explosives,Business
Baghdad,33.303567,44.371771,2017,Explosives,Military
Abu Ghraib,33.31065,44.038206,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Explosives,Business
Mosul,36.354146,43.143571,2017,Explosives,Police
Hawr Rajab,33.19392,44.408578,2017,Explosives,Military
Mosul,36.354146,43.143571,2017,Firearms,Private Citizens & Property
Madain,33.100528,44.584493,2017,Explosives,Business
Mosul,36.354146,43.143571,2017,Explosives,Private Citizens & Property
Radhwaniyah,33.18168,44.23542,2017,Explosives,Military
Baqubah,33.716996,44.679517,2017,Explosives,Private Citizens & Property
Tarmiyah,33.66969,44.381316,2017,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Firearms,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Explosives,Military
Mosul,36.354146,43.143571,2017,Explosives,Military
Mosul,36.354146,43.143571,2017,Explosives,Police
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Tarmiyah,33.66969,44.381316,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Explosives,Police
Mosul,36.354146,43.143571,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Explosives,Business
Mosul,36.354146,43.143571,2017,Explosives,Police
Mosul,36.354146,43.143571,2017,Chemical,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Explosives,Police
Mosul,36.354146,43.143571,2017,Incendiary,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Explosives,Police
Madain,33.100528,44.584493,2017,Explosives,Private Citizens & Property
Saba al-Bor,33.460821,44.157432,2017,Explosives,Business
Mosul,36.354146,43.143571,2017,Explosives,Private Citizens & Property
Hawr Rajab,33.19392,44.408578,2017,Explosives,Business
Baghdad,33.303567,44.371771,2017,Explosives,Business
Mosul,36.354146,43.143571,2017,Firearms,Private Citizens & Property
Madain,33.100528,44.584493,2017,Explosives,Business
Radhwaniyah,33.18168,44.23542,2017,Explosives,Private Citizens & Property
Nahrawan,33.37576,44.702866,2017,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Explosives,Military
Baghdad,33.303567,44.371771,2017,Explosives,Terrorists/Non-State Militia
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Explosives,Police
Mosul,36.354146,43.143571,2017,Incendiary,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Explosives,Police
Baghdad,33.303567,44.371771,2017,Explosives,Business
Abu Ghraib,33.31065,44.038206,2017,Explosives,Business
Basra,30.510054,47.778094,2017,Explosives,Government (General)
Taji,33.540671,44.251268,2017,Explosives,Private Citizens & Property
Abu Ghraib,33.31065,44.038206,2017,Explosives,Business
Mosul,36.354146,43.143571,2017,Explosives,Military
Hawr Rajab,33.19392,44.408578,2017,Explosives,Business
Mosul,36.354146,43.143571,2017,Explosives,Police
Mosul,36.354146,43.143571,2017,Explosives,Police
Mosul,36.354146,43.143571,2017,Explosives,Journalists & Media
Mosul,36.354146,43.143571,2017,Chemical,Military
Baghdad,33.303567,44.371771,2017,Explosives,Utilities
Baghdad,33.303567,44.371771,2017,Firearms,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Explosives,Military
Radhwaniyah,33.18168,44.23542,2017,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Explosives,Religious Figures/Institutions
Basra,30.510054,47.778094,2017,Explosives,Government (General)
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Firearms,Private Citizens & Property
Tarmiyah,33.66969,44.381316,2017,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Explosives,Police
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Madain,33.100528,44.584493,2017,Explosives,Business
Yusufiyah,33.07835,44.254721,2017,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Explosives,Military
Kirkuk,35.452112,44.375464,2017,Firearms,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Fallujah,33.349159,43.784197,2017,Explosives,Police
Saba al-Bor,33.460821,44.157432,2017,Explosives,Private Citizens & Property
Ramadi,33.420949,43.295662,2017,Explosives,Business
Mosul,36.354146,43.143571,2017,Firearms,Military
Mosul,36.354146,43.143571,2017,Explosives,Military
Nahrawan,33.37576,44.702866,2017,Explosives,Business
Mosul,36.354146,43.143571,2017,Firearms,Military
Mosul,36.354146,43.143571,2017,Firearms,Military
Latifiyah,32.982932,44.361597,2017,Explosives,Business
Radhwaniyah,33.18168,44.23542,2017,Explosives,Military
Mosul,36.354146,43.143571,2017,Explosives,Private Citizens & Property
Hawr Rajab,33.19392,44.408578,2017,Explosives,Business
Mosul,36.354146,43.143571,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Melee,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Explosives,Military
Yusufiyah,33.07835,44.254721,2017,Explosives,Private Citizens & Property
Yusufiyah,33.07835,44.254721,2017,Explosives,Military
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Explosives,Military
Tarmiyah,33.66969,44.381316,2017,Firearms,Military
Madain,33.100528,44.584493,2017,Explosives,Business
Baqubah,33.625091,44.607804,2017,Firearms,Government (General)
Nahrawan,33.37576,44.702866,2017,Explosives,Business
Baghdad,33.303567,44.371771,2017,Firearms,Military
Taji,33.540671,44.251268,2017,Explosives,Business
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Firearms,Military
Mosul,36.354146,43.143571,2017,Explosives,Military
Abu Ghraib,33.31065,44.038206,2017,Explosives,Business
Basra,30.44839,47.982997,2017,Firearms,Government (General)
Mosul,36.354146,43.143571,2017,Firearms,Military
Abu Ghraib,33.31065,44.038206,2017,Explosives,Government (General)
Mosul,36.354146,43.143571,2017,Explosives,Military
Ramadi,33.420949,43.295662,2017,Explosives,Military
Kirkuk,35.452112,44.375464,2017,Firearms,Government (General)
Baghdad,33.303567,44.371771,2017,Firearms,Government (General)
Nahrawan,33.37576,44.702866,2017,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Explosives,Military
Mosul,36.354146,43.143571,2017,Explosives,Business
Baghdad,33.303567,44.371771,2017,Explosives,Police
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Explosives,Private Citizens & Property
Abu Ghraib,33.31065,44.038206,2017,Explosives,Government (General)
Nahrawan,33.37576,44.702866,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Firearms,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Explosives,Military
Basra,30.510054,47.778094,2017,Firearms,Government (General)
Baghdad,33.303567,44.371771,2017,Explosives,Military
Mosul,36.354146,43.143571,2017,Explosives,Police
Radhwaniyah,33.18168,44.23542,2017,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Explosives,Police
Baghdad,33.303567,44.371771,2017,Firearms,Government (General)
Saba al-Bor,33.460821,44.157432,2017,Explosives,Private Citizens & Property
Taji,33.540671,44.251268,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Melee,Business
Radhwaniyah,33.18168,44.23542,2017,Explosives,Business
Radhwaniyah,33.18168,44.23542,2017,Explosives,Private Citizens & Property
Taji,33.540671,44.251268,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Explosives,Police
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Firearms,Police
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Explosives,Police
Nahrawan,33.37576,44.702866,2017,Firearms,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Firearms,Military
Baghdad,33.303567,44.371771,2017,Firearms,Military
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Firearms,Military
Baghdad,33.303567,44.371771,2017,Firearms,Business
Madain,33.100528,44.584493,2017,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Firearms,Police
Baghdad,33.303567,44.371771,2017,Explosives,Military
Baghdad,33.303567,44.371771,2017,Firearms,Military
Abu Ghraib,33.31065,44.038206,2017,Explosives,Business
Mosul,36.354146,43.143571,2017,Explosives,Private Citizens & Property
Kirkuk,35.452112,44.375464,2017,Firearms,Violent Political Party
Madain,33.100528,44.584493,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Explosives,Military
Baghdad,33.303567,44.371771,2017,Explosives,Business
Basra,30.510054,47.778094,2017,Firearms,Government (General)
Basra,30.510054,47.778094,2017,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Firearms,Military
Mosul,36.354146,43.143571,2017,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Firearms,Police
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Radhwaniyah,33.18168,44.23542,2017,Explosives,Private Citizens & Property
Tarmiyah,33.66969,44.381316,2017,Explosives,Military
Mosul,36.354146,43.143571,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Firearms,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Explosives,Police
Baghdad,33.303567,44.371771,2017,Explosives,Utilities
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2017,Explosives,Police
Hawr Rajab,33.19392,44.408578,2017,Explosives,Military
Hawr Rajab,33.19392,44.408578,2017,Explosives,Business
Madain,33.100528,44.584493,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Explosives,Educational Institution
Taji,33.540671,44.251268,2017,Explosives,Private Citizens & Property
Tarmiyah,33.66969,44.381316,2017,Explosives,Military
Radhwaniyah,33.18168,44.23542,2017,Explosives,Business
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Firearms,Military
Abu Ghraib,33.31065,44.038206,2017,Explosives,Police
Baghdad,33.303567,44.371771,2017,Explosives,Business
Radhwaniyah,33.18168,44.23542,2017,Explosives,Business
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Explosives,Business
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Yusufiyah,33.07835,44.254721,2017,Explosives,Private Citizens & Property
Tarmiyah,33.66969,44.381316,2017,Explosives,Business
Baghdad,33.303567,44.371771,2017,Firearms,Government (General)
Baghdad,33.303567,44.371771,2017,Explosives,Military
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Firearms,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Explosives,Business
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Explosives,Business
Tarmiyah,33.66969,44.381316,2017,Explosives,Military
Abu Ghraib,33.31065,44.038206,2017,Explosives,Military
Latifiyah,32.982932,44.361597,2017,Explosives,Private Citizens & Property
Latifiyah,32.982932,44.361597,2017,Firearms,Government (General)
Hawr Rajab,33.19392,44.408578,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Explosives,Business
Abu Ghraib,33.31065,44.038206,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Explosives,Military
Mahmudiyah,33.057992,44.354838,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Explosives,Business
Abu Ghraib,33.31065,44.038206,2017,Explosives,Business
Baghdad,33.303567,44.371771,2017,Explosives,Business
Yusufiyah,33.07835,44.254721,2017,Explosives,Business
Baghdad,33.303567,44.371771,2017,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2017,Firearms,Journalists & Media
